alternative_explanation,artifact_status,baseline_bin,causal_status,condition,confidence,control_ari,control_variant,current_ari,dataset_id,delta_ari,effect_state,evidence_level,evidence_source,failure_pattern,gate_usage_raw,global_delta,global_metric,global_nonpositive,input_protocol,interpretation,intervention_location,label_free_local_metric_available,local_delta,local_global_disconnect,local_metric,local_metric_label_use,local_positive,magnitude_proxy_json,magnitude_proxy_keys,measurement_timing,negative_headroom,paired_delta_scope,positive_headroom,post_treatment_descriptor,readout,replay_eligible,seed_count,seeds,selection_policy,source_batch,status,structural_source,variant,variant_family,version
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.10215257681854133,scmae_only,0.022173560044777097,ahdpc_prepared__vertebral_column,-0.07997901677376423,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.10215257681854133,matched three-run group means; raw per-seed rows not in snapshot,0.8978474231814587,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.10215257681854133,scmae_only,0.06453663087053522,ahdpc_prepared__vertebral_column,-0.0376159459480061,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.10215257681854133,matched three-run group means; raw per-seed rows not in snapshot,0.8978474231814587,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.10215257681854133,scmae_only,0.11740732559115928,ahdpc_prepared__vertebral_column,0.015254748772617954,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.10215257681854133,matched three-run group means; raw per-seed rows not in snapshot,0.8978474231814587,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.05826519902363756,scmae_only,0.10030007934795195,local__20newsgroups,0.042034880324314385,positive,149-dataset x 3-seed matrix,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.05826519902363756,matched three-run group means; raw per-seed rows not in snapshot,0.9417348009763624,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.05826519902363756,scmae_only,0.06724151078753195,local__20newsgroups,0.008976311763894386,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.05826519902363756,matched three-run group means; raw per-seed rows not in snapshot,0.9417348009763624,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.05826519902363756,scmae_only,0.09434302439222499,local__20newsgroups,0.036077825368587425,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.05826519902363756,matched three-run group means; raw per-seed rows not in snapshot,0.9417348009763624,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.05826519902363756,scmae_only,0.10111608274448332,local__20newsgroups,0.04285088372084576,positive,149-dataset x 3-seed matrix,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.05826519902363756,matched three-run group means; raw per-seed rows not in snapshot,0.9417348009763624,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.05826519902363756,scmae_only,0.09428354247464193,local__20newsgroups,0.036018343451004374,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.05826519902363756,matched three-run group means; raw per-seed rows not in snapshot,0.9417348009763624,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.05826519902363756,scmae_only,0.07631106814007999,local__20newsgroups,0.018045869116442424,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.05826519902363756,matched three-run group means; raw per-seed rows not in snapshot,0.9417348009763624,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.05826519902363756,scmae_only,0.09808559424973895,local__20newsgroups,0.03982039522610139,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.05826519902363756,matched three-run group means; raw per-seed rows not in snapshot,0.9417348009763624,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.05826519902363756,scmae_only,0.10305607496406566,local__20newsgroups,0.0447908759404281,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.05826519902363756,matched three-run group means; raw per-seed rows not in snapshot,0.9417348009763624,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.05826519902363756,scmae_only,0.013084559322830688,local__20newsgroups,-0.04518063970080687,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.05826519902363756,matched three-run group means; raw per-seed rows not in snapshot,0.9417348009763624,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.013996239997454548,scmae_only,0.01920275358832863,local__banknote_authentication,0.00520651359087408,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.013996239997454548,matched three-run group means; raw per-seed rows not in snapshot,0.9860037600025454,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.013996239997454548,scmae_only,0.03151596076091835,local__banknote_authentication,0.0175197207634638,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.013996239997454548,matched three-run group means; raw per-seed rows not in snapshot,0.9860037600025454,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.013996239997454548,scmae_only,0.01856547522978522,local__banknote_authentication,0.004569235232330672,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.013996239997454548,matched three-run group means; raw per-seed rows not in snapshot,0.9860037600025454,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.013996239997454548,scmae_only,0.005602826427959365,local__banknote_authentication,-0.008393413569495183,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.013996239997454548,matched three-run group means; raw per-seed rows not in snapshot,0.9860037600025454,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.013996239997454548,scmae_only,0.11094461826235781,local__banknote_authentication,0.09694837826490327,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.013996239997454548,matched three-run group means; raw per-seed rows not in snapshot,0.9860037600025454,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
